,Well,Location,rfu,plate_unique,plate_well
110,14,G,2.7,sample_1,G14
111,14,H,5.53,sample_1,H14
112,15,A,289,sample_1,A15
113,15,B,107,sample_1,B15
114,15,C,107,sample_1,C15
115,15,D,128,sample_1,D15
116,15,E,203,sample_1,E15
117,15,F,1.83,sample_1,F15
118,15,G,2.7,sample_1,G15
119,15,H,5.53,sample_1,H15
120,16,A,289,sample_1,A16
121,16,B,107,sample_1,B16
122,16,C,107,sample_1,C16
123,16,D,128,sample_1,D16
124,16,E,203,sample_1,E16
125,16,F,1.83,sample_1,F16
126,16,G,2.7,sample_1,G16
127,16,H,5.53,sample_1,H16
128,17,A,289,sample_2,A17
129,17,B,107,sample_2,B17
130,17,C,107,sample_2,C17
131,17,D,128,sample_2,D17
132,17,E,203,sample_2,E17
133,17,F,1.83,sample_2,F17
134,17,G,2.7,sample_2,G17
135,17,H,5.53,sample_2,H17
136,18,A,289,sample_2,A18
137,18,B,107,sample_2,B18
138,18,C,107,sample_2,C18
139,18,D,128,sample_2,D18
140,18,E,203,sample_2,E18
141,18,F,1.83,sample_2,F18
142,18,G,2.7,sample_2,G18
143,18,H,5.53,sample_2,H18
144,19,A,289,sample_2,A19
145,19,B,107,sample_2,B19
146,19,C,107,sample_2,C19
147,19,D,128,sample_2,D19
148,19,E,203,sample_2,E19
149,19,F,1.83,sample_2,F19
150,19,G,2.7,sample_2,G19
151,19,H,5.53,sample_2,H19
152,20,A,289,sample_2,A20
153,20,B,107,sample_2,B20
154,20,C,107,sample_2,C20
155,20,D,128,sample_2,D20
156,20,E,203,sample_2,E20
157,20,F,1.83,sample_2,F20
158,20,G,2.7,sample_2,G20
159,20,H,5.53,sample_2,H20
160,21,A,289,sample_2,A21
161,21,B,107,sample_2,B21
162,21,C,107,sample_2,C21
163,21,D,128,sample_2,D21
164,21,E,203,sample_2,E21
165,21,F,1.83,sample_2,F21
166,21,G,2.7,sample_2,G21
167,21,H,5.53,sample_2,H21
168,22,A,289,sample_2,A22
169,22,B,107,sample_2,B22
170,22,C,107,sample_2,C22
171,22,D,128,sample_2,D22
172,22,E,203,sample_2,E22
173,22,F,1.83,sample_2,F22
174,22,G,2.7,sample_2,G22
175,22,H,5.53,sample_2,H22
176,23,A,289,sample_2,A23
177,23,B,107,sample_2,B23
178,23,C,107,sample_2,C23
179,23,D,128,sample_2,D23
180,23,E,203,sample_2,E23
181,23,F,1.83,sample_2,F23
182,23,G,2.7,sample_2,G23
183,23,H,5.53,sample_2,H23
184,24,A,289,sample_2,A24
185,24,B,107,sample_2,B24
186,24,C,107,sample_2,C24
187,24,D,128,sample_2,D24
188,24,E,203,sample_2,E24
189,24,F,1.83,sample_2,F24
190,24,G,2.7,sample_2,G24
191,24,H,5.53,sample_2,H24
192,1,I,289,sample_3,I1
193,1,J,107,sample_3,J1
194,1,K,107,sample_3,K1
195,1,L,128,sample_3,L1
196,1,M,203,sample_3,M1
197,1,N,1.83,sample_3,N1
198,1,O,2.7,sample_3,O1
199,1,P,5.53,sample_3,P1
200,2,I,289,sample_3,I2
201,2,J,107,sample_3,J2
202,2,K,107,sample_3,K2
203,2,L,128,sample_3,L2
204,2,M,203,sample_3,M2
205,2,N,1.83,sample_3,N2
206,2,O,2.7,sample_3,O2
207,2,P,5.53,sample_3,P2
208,3,I,289,sample_3,I3
209,3,J,107,sample_3,J3
210,3,K,107,sample_3,K3
211,3,L,128,sample_3,L3
212,3,M,203,sample_3,M3
213,3,N,1.83,sample_3,N3
214,3,O,2.7,sample_3,O3
215,3,P,5.53,sample_3,P3
216,4,I,289,sample_3,I4
217,4,J,107,sample_3,J4
218,4,K,107,sample_3,K4
219,4,L,128,sample_3,L4
220,4,M,203,sample_3,M4
221,4,N,1.83,sample_3,N4
222,4,O,2.7,sample_3,O4
223,4,P,5.53,sample_3,P4
224,5,I,289,sample_3,I5
225,5,J,107,sample_3,J5
226,5,K,107,sample_3,K5
227,5,L,128,sample_3,L5
228,5,M,203,sample_3,M5
229,5,N,1.83,sample_3,N5
230,5,O,2.7,sample_3,O5
231,5,P,5.53,sample_3,P5
232,6,I,289,sample_3,I6
233,6,J,107,sample_3,J6
234,6,K,107,sample_3,K6
235,6,L,128,sample_3,L6
236,6,M,203,sample_3,M6
237,6,N,1.83,sample_3,N6
238,6,O,2.7,sample_3,O6
239,6,P,5.53,sample_3,P6
240,7,I,289,sample_3,I7
241,7,J,107,sample_3,J7
242,7,K,107,sample_3,K7
243,7,L,128,sample_3,L7
244,7,M,203,sample_3,M7
245,7,N,1.83,sample_3,N7
246,7,O,2.7,sample_3,O7
247,7,P,5.53,sample_3,P7
248,8,I,289,sample_3,I8
249,8,J,107,sample_3,J8
250,8,K,107,sample_3,K8
251,8,L,128,sample_3,L8
252,8,M,203,sample_3,M8
253,8,N,1.83,sample_3,N8
254,8,O,2.7,sample_3,O8
255,8,P,5.53,sample_3,P8
256,9,I,289,sample_4,I9
257,9,J,107,sample_4,J9
258,9,K,107,sample_4,K9
259,9,L,128,sample_4,L9
260,9,M,203,sample_4,M9
261,9,N,1.83,sample_4,N9
262,9,O,2.7,sample_4,O9
263,9,P,5.53,sample_4,P9
264,10,I,289,sample_4,I10
265,10,J,107,sample_4,J10
266,10,K,107,sample_4,K10
267,10,L,128,sample_4,L10
268,10,M,203,sample_4,M10
269,10,N,1.83,sample_4,N10
270,10,O,2.7,sample_4,O10
271,10,P,5.53,sample_4,P10
272,11,I,289,sample_4,I11
273,11,J,107,sample_4,J11
274,11,K,107,sample_4,K11
275,11,L,128,sample_4,L11
276,11,M,203,sample_4,M11
277,11,N,1.83,sample_4,N11
278,11,O,2.7,sample_4,O11
279,11,P,5.53,sample_4,P11
280,12,I,289,sample_4,I12
281,12,J,107,sample_4,J12
282,12,K,107,sample_4,K12
283,12,L,128,sample_4,L12
284,12,M,203,sample_4,M12
285,12,N,1.83,sample_4,N12
286,12,O,2.7,sample_4,O12
287,12,P,5.53,sample_4,P12
288,13,I,289,sample_4,I13
289,13,J,107,sample_4,J13
290,13,K,107,sample_4,K13
291,13,L,128,sample_4,L13
292,13,M,203,sample_4,M13
293,13,N,1.83,sample_4,N13
294,13,O,2.7,sample_4,O13
295,13,P,5.53,sample_4,P13
296,14,I,289,sample_4,I14
297,14,J,107,sample_4,J14
298,14,K,107,sample_4,K14
299,14,L,128,sample_4,L14
300,14,M,203,sample_4,M14
301,14,N,1.83,sample_4,N14
302,14,O,2.7,sample_4,O14
303,14,P,5.53,sample_4,P14
304,15,I,289,sample_4,I15
305,15,J,107,sample_4,J15
306,15,K,107,sample_4,K15
307,15,L,128,sample_4,L15
308,15,M,203,sample_4,M15
309,15,N,1.83,sample_4,N15
310,15,O,2.7,sample_4,O15
311,15,P,5.53,sample_4,P15
312,16,I,289,sample_4,I16
313,16,J,107,sample_4,J16
314,16,K,107,sample_4,K16
315,16,L,128,sample_4,L16
316,16,M,203,sample_4,M16
317,16,N,1.83,sample_4,N16
318,16,O,2.7,sample_4,O16
319,16,P,5.53,sample_4,P16
320,17,I,289,sample_5,I17
321,17,J,107,sample_5,J17
322,17,K,107,sample_5,K17
323,17,L,128,sample_5,L17
324,17,M,203,sample_5,M17
325,17,N,1.83,sample_5,N17
326,17,O,2.7,sample_5,O17
327,17,P,5.53,sample_5,P17
328,18,I,289,sample_5,I18
329,18,J,107,sample_5,J18
330,18,K,107,sample_5,K18
331,18,L,128,sample_5,L18
332,18,M,203,sample_5,M18
333,18,N,1.83,sample_5,N18
334,18,O,2.7,sample_5,O18
335,18,P,5.53,sample_5,P18
336,19,I,289,sample_5,I19
337,19,J,107,sample_5,J19
338,19,K,107,sample_5,K19
339,19,L,128,sample_5,L19
340,19,M,203,sample_5,M19
341,19,N,1.83,sample_5,N19
342,19,O,2.7,sample_5,O19
343,19,P,5.53,sample_5,P19
344,20,I,289,sample_5,I20
345,20,J,107,sample_5,J20
346,20,K,107,sample_5,K20
347,20,L,128,sample_5,L20
348,20,M,203,sample_5,M20
349,20,N,1.83,sample_5,N20
350,20,O,2.7,sample_5,O20
351,20,P,5.53,sample_5,P20
352,21,I,289,sample_5,I21
353,21,J,107,sample_5,J21
354,21,K,107,sample_5,K21
355,21,L,128,sample_5,L21
356,21,M,203,sample_5,M21
357,21,N,1.83,sample_5,N21
358,21,O,2.7,sample_5,O21
359,21,P,5.53,sample_5,P21
360,22,I,289,sample_5,I22
361,22,J,107,sample_5,J22
362,22,K,107,sample_5,K22
363,22,L,128,sample_5,L22
364,22,M,203,sample_5,M22
365,22,N,1.83,sample_5,N22
366,22,O,2.7,sample_5,O22
367,22,P,5.53,sample_5,P22
368,23,I,289,sample_5,I23
369,23,J,107,sample_5,J23
370,23,K,107,sample_5,K23
371,23,L,128,sample_5,L23
372,23,M,203,sample_5,M23
373,23,N,1.83,sample_5,N23
374,23,O,2.7,sample_5,O23
375,23,P,5.53,sample_5,P23
376,24,I,289,sample_5,I24
377,24,J,107,sample_5,J24
378,24,K,107,sample_5,K24
379,24,L,128,sample_5,L24
380,24,M,203,sample_5,M24
381,24,N,1.83,sample_5,N24
382,24,O,2.7,sample_5,O24
383,24,P,5.53,sample_5,P24
