,Well,Location,rfu,plate_unique,plate_well
86,3,H,107.0,sample_0,H3
87,4,H,128.0,sample_0,H4
88,5,H,203.0,sample_0,H5
89,6,H,300.0,sample_0,H6
90,7,H,195.0,sample_0,H7
91,8,H,108.0,sample_0,H8
92,9,H,1.83,sample_0,H9
93,10,H,2.7,sample_0,H10
94,11,H,5.53,sample_0,H11
95,12,H,3.0,sample_0,H12
96,13,A,289.0,sample_1,A13
97,14,A,107.0,sample_1,A14
98,15,A,107.0,sample_1,A15
99,16,A,128.0,sample_1,A16
100,17,A,203.0,sample_1,A17
101,18,A,300.0,sample_1,A18
102,19,A,195.0,sample_1,A19
103,20,A,108.0,sample_1,A20
104,21,A,1.83,sample_1,A21
105,22,A,2.7,sample_1,A22
106,23,A,5.53,sample_1,A23
107,24,A,3.0,sample_1,A24
108,13,B,289.0,sample_1,B13
109,14,B,107.0,sample_1,B14
110,15,B,107.0,sample_1,B15
111,16,B,128.0,sample_1,B16
112,17,B,203.0,sample_1,B17
113,18,B,300.0,sample_1,B18
114,19,B,195.0,sample_1,B19
115,20,B,108.0,sample_1,B20
116,21,B,1.83,sample_1,B21
117,22,B,2.7,sample_1,B22
118,23,B,5.53,sample_1,B23
119,24,B,3.0,sample_1,B24
120,13,C,289.0,sample_1,C13
121,14,C,107.0,sample_1,C14
122,15,C,107.0,sample_1,C15
123,16,C,128.0,sample_1,C16
124,17,C,203.0,sample_1,C17
125,18,C,300.0,sample_1,C18
126,19,C,195.0,sample_1,C19
127,20,C,108.0,sample_1,C20
128,21,C,1.83,sample_1,C21
129,22,C,2.7,sample_1,C22
130,23,C,5.53,sample_1,C23
131,24,C,3.0,sample_1,C24
132,13,D,289.0,sample_1,D13
133,14,D,107.0,sample_1,D14
134,15,D,107.0,sample_1,D15
135,16,D,128.0,sample_1,D16
136,17,D,203.0,sample_1,D17
137,18,D,300.0,sample_1,D18
138,19,D,195.0,sample_1,D19
139,20,D,108.0,sample_1,D20
140,21,D,1.83,sample_1,D21
141,22,D,2.7,sample_1,D22
142,23,D,5.53,sample_1,D23
143,24,D,3.0,sample_1,D24
144,13,E,289.0,sample_1,E13
145,14,E,107.0,sample_1,E14
146,15,E,107.0,sample_1,E15
147,16,E,128.0,sample_1,E16
148,17,E,203.0,sample_1,E17
149,18,E,300.0,sample_1,E18
150,19,E,195.0,sample_1,E19
151,20,E,108.0,sample_1,E20
152,21,E,1.83,sample_1,E21
153,22,E,2.7,sample_1,E22
154,23,E,5.53,sample_1,E23
155,24,E,3.0,sample_1,E24
156,13,F,289.0,sample_1,F13
157,14,F,107.0,sample_1,F14
158,15,F,107.0,sample_1,F15
159,16,F,128.0,sample_1,F16
160,17,F,203.0,sample_1,F17
161,18,F,300.0,sample_1,F18
162,19,F,195.0,sample_1,F19
163,20,F,108.0,sample_1,F20
164,21,F,1.83,sample_1,F21
165,22,F,2.7,sample_1,F22
166,23,F,5.53,sample_1,F23
167,24,F,3.0,sample_1,F24
168,13,G,289.0,sample_1,G13
169,14,G,107.0,sample_1,G14
170,15,G,107.0,sample_1,G15
171,16,G,128.0,sample_1,G16
172,17,G,203.0,sample_1,G17
173,18,G,300.0,sample_1,G18
174,19,G,195.0,sample_1,G19
175,20,G,108.0,sample_1,G20
176,21,G,1.83,sample_1,G21
177,22,G,2.7,sample_1,G22
178,23,G,5.53,sample_1,G23
179,24,G,3.0,sample_1,G24
180,13,H,289.0,sample_1,H13
181,14,H,107.0,sample_1,H14
182,15,H,107.0,sample_1,H15
183,16,H,128.0,sample_1,H16
184,17,H,203.0,sample_1,H17
185,18,H,300.0,sample_1,H18
186,19,H,195.0,sample_1,H19
187,20,H,108.0,sample_1,H20
188,21,H,1.83,sample_1,H21
189,22,H,2.7,sample_1,H22
190,23,H,5.53,sample_1,H23
191,24,H,3.0,sample_1,H24
192,1,I,289.0,sample_2,I1
193,2,I,107.0,sample_2,I2
194,3,I,107.0,sample_2,I3
195,4,I,128.0,sample_2,I4
196,5,I,203.0,sample_2,I5
197,6,I,300.0,sample_2,I6
198,7,I,195.0,sample_2,I7
199,8,I,108.0,sample_2,I8
200,9,I,1.83,sample_2,I9
201,10,I,2.7,sample_2,I10
202,11,I,5.53,sample_2,I11
203,12,I,3.0,sample_2,I12
204,1,J,289.0,sample_2,J1
205,2,J,107.0,sample_2,J2
206,3,J,107.0,sample_2,J3
207,4,J,128.0,sample_2,J4
208,5,J,203.0,sample_2,J5
209,6,J,300.0,sample_2,J6
210,7,J,195.0,sample_2,J7
211,8,J,108.0,sample_2,J8
212,9,J,1.83,sample_2,J9
213,10,J,2.7,sample_2,J10
214,11,J,5.53,sample_2,J11
215,12,J,3.0,sample_2,J12
216,1,K,289.0,sample_2,K1
217,2,K,107.0,sample_2,K2
218,3,K,107.0,sample_2,K3
219,4,K,128.0,sample_2,K4
220,5,K,203.0,sample_2,K5
221,6,K,300.0,sample_2,K6
222,7,K,195.0,sample_2,K7
223,8,K,108.0,sample_2,K8
224,9,K,1.83,sample_2,K9
225,10,K,2.7,sample_2,K10
226,11,K,5.53,sample_2,K11
227,12,K,3.0,sample_2,K12
228,1,L,289.0,sample_2,L1
229,2,L,107.0,sample_2,L2
230,3,L,107.0,sample_2,L3
231,4,L,128.0,sample_2,L4
232,5,L,203.0,sample_2,L5
233,6,L,300.0,sample_2,L6
234,7,L,195.0,sample_2,L7
235,8,L,108.0,sample_2,L8
236,9,L,1.83,sample_2,L9
237,10,L,2.7,sample_2,L10
238,11,L,5.53,sample_2,L11
239,12,L,3.0,sample_2,L12
240,1,M,289.0,sample_2,M1
241,2,M,107.0,sample_2,M2
242,3,M,107.0,sample_2,M3
243,4,M,128.0,sample_2,M4
244,5,M,203.0,sample_2,M5
245,6,M,300.0,sample_2,M6
246,7,M,195.0,sample_2,M7
247,8,M,108.0,sample_2,M8
248,9,M,1.83,sample_2,M9
249,10,M,2.7,sample_2,M10
250,11,M,5.53,sample_2,M11
251,12,M,3.0,sample_2,M12
252,1,N,289.0,sample_2,N1
253,2,N,107.0,sample_2,N2
254,3,N,107.0,sample_2,N3
255,4,N,128.0,sample_2,N4
256,5,N,203.0,sample_2,N5
257,6,N,300.0,sample_2,N6
258,7,N,195.0,sample_2,N7
259,8,N,108.0,sample_2,N8
260,9,N,1.83,sample_2,N9
261,10,N,2.7,sample_2,N10
262,11,N,5.53,sample_2,N11
263,12,N,3.0,sample_2,N12
264,1,O,289.0,sample_2,O1
265,2,O,107.0,sample_2,O2
266,3,O,107.0,sample_2,O3
267,4,O,128.0,sample_2,O4
268,5,O,203.0,sample_2,O5
269,6,O,300.0,sample_2,O6
270,7,O,195.0,sample_2,O7
271,8,O,108.0,sample_2,O8
272,9,O,1.83,sample_2,O9
273,10,O,2.7,sample_2,O10
274,11,O,5.53,sample_2,O11
275,12,O,3.0,sample_2,O12
276,1,P,289.0,sample_2,P1
277,2,P,107.0,sample_2,P2
278,3,P,107.0,sample_2,P3
279,4,P,128.0,sample_2,P4
280,5,P,203.0,sample_2,P5
281,6,P,300.0,sample_2,P6
282,7,P,195.0,sample_2,P7
283,8,P,108.0,sample_2,P8
284,9,P,1.83,sample_2,P9
285,10,P,2.7,sample_2,P10
286,11,P,5.53,sample_2,P11
287,12,P,3.0,sample_2,P12
288,13,I,289.0,sample_3,I13
289,14,I,107.0,sample_3,I14
290,15,I,107.0,sample_3,I15
291,16,I,128.0,sample_3,I16
292,17,I,203.0,sample_3,I17
293,18,I,300.0,sample_3,I18
294,19,I,195.0,sample_3,I19
295,20,I,108.0,sample_3,I20
296,21,I,1.83,sample_3,I21
297,22,I,2.7,sample_3,I22
298,23,I,5.53,sample_3,I23
299,24,I,3.0,sample_3,I24
300,13,J,289.0,sample_3,J13
301,14,J,107.0,sample_3,J14
302,15,J,107.0,sample_3,J15
303,16,J,128.0,sample_3,J16
304,17,J,203.0,sample_3,J17
305,18,J,300.0,sample_3,J18
306,19,J,195.0,sample_3,J19
307,20,J,108.0,sample_3,J20
308,21,J,1.83,sample_3,J21
309,22,J,2.7,sample_3,J22
310,23,J,5.53,sample_3,J23
311,24,J,3.0,sample_3,J24
312,13,K,289.0,sample_3,K13
313,14,K,107.0,sample_3,K14
314,15,K,107.0,sample_3,K15
315,16,K,128.0,sample_3,K16
316,17,K,203.0,sample_3,K17
317,18,K,300.0,sample_3,K18
318,19,K,195.0,sample_3,K19
319,20,K,108.0,sample_3,K20
320,21,K,1.83,sample_3,K21
321,22,K,2.7,sample_3,K22
322,23,K,5.53,sample_3,K23
323,24,K,3.0,sample_3,K24
324,13,L,289.0,sample_3,L13
325,14,L,107.0,sample_3,L14
326,15,L,107.0,sample_3,L15
327,16,L,128.0,sample_3,L16
328,17,L,203.0,sample_3,L17
329,18,L,300.0,sample_3,L18
330,19,L,195.0,sample_3,L19
331,20,L,108.0,sample_3,L20
332,21,L,1.83,sample_3,L21
333,22,L,2.7,sample_3,L22
334,23,L,5.53,sample_3,L23
335,24,L,3.0,sample_3,L24
336,13,M,289.0,sample_3,M13
337,14,M,107.0,sample_3,M14
338,15,M,107.0,sample_3,M15
339,16,M,128.0,sample_3,M16
340,17,M,203.0,sample_3,M17
341,18,M,300.0,sample_3,M18
342,19,M,195.0,sample_3,M19
343,20,M,108.0,sample_3,M20
344,21,M,1.83,sample_3,M21
345,22,M,2.7,sample_3,M22
346,23,M,5.53,sample_3,M23
347,24,M,3.0,sample_3,M24
348,13,N,289.0,sample_3,N13
349,14,N,107.0,sample_3,N14
350,15,N,107.0,sample_3,N15
351,16,N,128.0,sample_3,N16
352,17,N,203.0,sample_3,N17
353,18,N,300.0,sample_3,N18
354,19,N,195.0,sample_3,N19
355,20,N,108.0,sample_3,N20
356,21,N,1.83,sample_3,N21
357,22,N,2.7,sample_3,N22
358,23,N,5.53,sample_3,N23
359,24,N,3.0,sample_3,N24
360,13,O,289.0,sample_3,O13
361,14,O,107.0,sample_3,O14
362,15,O,107.0,sample_3,O15
363,16,O,128.0,sample_3,O16
364,17,O,203.0,sample_3,O17
365,18,O,300.0,sample_3,O18
366,19,O,195.0,sample_3,O19
367,20,O,108.0,sample_3,O20
368,21,O,1.83,sample_3,O21
369,22,O,2.7,sample_3,O22
370,23,O,5.53,sample_3,O23
371,24,O,3.0,sample_3,O24
372,13,P,289.0,sample_3,P13
373,14,P,107.0,sample_3,P14
374,15,P,107.0,sample_3,P15
375,16,P,128.0,sample_3,P16
376,17,P,203.0,sample_3,P17
377,18,P,300.0,sample_3,P18
378,19,P,195.0,sample_3,P19
379,20,P,108.0,sample_3,P20
380,21,P,1.83,sample_3,P21
381,22,P,2.7,sample_3,P22
382,23,P,5.53,sample_3,P23
383,24,P,3.0,sample_3,P24
